VALUE.OFFSET,VALUE.SPEED,VALUE.TRACKID,VALUE.TRACKPOS,VALUE.BATTERY,VALUE.LAP,VALUE.RANK,VALUE.USER
-23,591,17,11,4054,2,2,0
-23,624,34,10,4052,2,2,0
-23,243,34,11,4109,2,2,0
-67.48799896240234,455,66,1,4077,0,0,3
-23,408,33,5,4094,1,1,3
-67.48799896240234,411,18,0,4144,0,2,3
-23,407,18,10,4174,1,1,3
-67.48799896240234,396,18,1,4146,0,2,3
-23,400,18,11,4140,1,1,3
-67.48799896240234,401,23,0,4129,0,2,3
-67.48799896240234,393,23,1,4124,0,2,3
-23,405,23,10,4119,1,1,3
-67.48799896240234,389,36,0,4111,0,2,3
-23,403,23,11,4170,1,1,3
-23,382,36,15,4137,1,1,3
-67.48799896240234,394,36,2,4105,0,2,3
-23,385,36,16,4161,1,1,3
-67.48799896240234,370,17,0,4093,0,2,3
-23,403,36,17,4138,1,1,3
-67.48799896240234,397,17,1,4083,0,2,3
-23,412,17,10,4123,1,1,3
-67.48799896240234,372,17,0,4079,0,2,3
-23,390,17,11,4101,1,1,3
-67.48799896240234,410,17,1,4072,0,2,3
-67.48799896240234,391,34,0,4067,0,2,3
-23,383,17,10,4090,1,1,3
-67.48799896240234,400,34,1,4068,0,2,3
-23,410,34,11,4079,1,1,3
-23,398,33,5,4065,2,1,3
-23,389,18,10,4067,2,1,3
-23,394,18,11,4057,2,1,3
-23,399,23,10,4053,2,1,3
-23,405,23,11,4100,2,1,3
-23,382,36,15,4086,2,1,3
-23,399,36,16,4086,2,1,3
-23,397,36,17,4079,2,1,3
-23,384,17,10,4074,2,1,3
-23,382,17,11,4065,2,1,3
-23,408,17,10,4100,2,1,3
-23,390,17,11,4077,2,1,3
-23,398,34,10,4065,2,1,3
-67.48799896240234,384,18,8,4067,0,2,3
-23,403,34,11,4063,2,1,3
-67.48799896240234,386,18,9,4073,0,2,3
-23,400,33,5,4061,3,1,3
-67.48799896240234,403,23,8,4067,0,2,3
-67.48799896240234,409,23,9,4063,0,2,3
-23,388,18,10,4061,3,1,3
-23,454,18,11,4059,3,1,3
-67.48799896240234,379,36,12,4060,0,2,3
-67.48799896240234,392,36,13,4061,0,2,3
-23,421,23,10,4053,3,1,3
-67.48799896240234,383,36,14,4059,0,2,3
-23,412,23,11,4124,3,1,3
-23,382,36,15,4160,3,1,3
-23,393,36,16,4122,3,1,3
-23,404,36,17,4107,3,1,3
-67.48799896240234,401,17,8,4064,0,2,3
-67.48799896240234,407,17,9,4061,0,2,3
-23,384,17,10,4096,3,1,3
-67.48799896240234,391,34,8,4058,0,2,3
-67.48799896240234,393,34,9,4058,0,2,3
-23,394,17,10,4077,3,1,3
-67.48799896240234,385,33,4,4056,1,2,3
-23,390,17,11,4043,3,1,3
-67.48799896240234,402,18,8,4053,1,2,3
-23,395,34,10,4048,3,1,3
-67.48799896240234,385,18,9,4049,1,2,3
-23,407,34,11,4060,3,1,3
-67.48799896240234,396,23,8,4046,1,2,3
-23,396,33,5,4058,4,1,3
-67.48799896240234,413,23,9,4119,1,2,3
-23,393,18,10,4054,4,1,3
-67.48799896240234,372,36,12,4103,1,2,3
-23,392,18,11,4060,4,1,3
-67.48799896240234,396,36,13,4087,1,2,3
-23,402,23,10,4054,4,1,3
-67.48799896240234,388,36,14,4156,1,2,3
-23,408,23,11,4049,4,1,3
-23,379,36,15,4043,4,1,3
-67.48799896240234,377,17,9,4133,1,2,3
-23,387,36,16,4057,4,1,3
-67.48799896240234,423,17,8,4094,1,2,3
-23,395,36,17,4054,4,1,3
-67.48799896240234,383,17,9,4115,1,2,3
-23,419,17,10,4066,4,1,3
-67.48799896240234,394,34,8,4099,1,2,3
-23,366,17,11,4055,4,1,3
-67.48799896240234,409,34,9,4087,1,2,3
-23,401,17,10,4072,4,1,3
-67.48799896240234,403,33,4,4090,2,2,3
-23,392,17,11,4053,4,1,3
-67.48799896240234,390,18,8,4078,2,2,3
-23,389,34,10,4048,4,1,3
-67.48799896240234,402,18,9,4069,2,2,3
-23,398,34,11,4047,4,1,3
-67.48799896240234,411,23,8,4063,2,2,3
-23,399,33,5,4046,5,1,3
-67.48799896240234,408,23,9,4057,2,2,3
-23,390,18,10,4044,5,1,3
-67.48799896240234,386,36,12,4052,2,2,3
-23,483,18,11,4040,5,1,3
-67.48799896240234,413,36,13,4056,2,2,3
-67.48799896240234,393,36,14,4053,2,2,3
-23,396,23,10,4036,5,1,3
-23,395,23,11,4029,5,1,3
-67.48799896240234,439,17,8,4051,2,2,3
-67.48799896240234,392,17,9,4047,2,2,3
-23,377,36,15,4037,5,1,3
-23,385,36,16,4035,5,1,3
-67.48799896240234,419,17,8,4079,2,2,3
-23,398,36,17,4038,5,1,3
-67.48799896240234,390,17,9,4068,2,2,3
-67.48799896240234,394,34,8,4063,2,2,3
-23,378,17,10,4038,5,1,3
-23,382,17,11,4030,5,1,3
-23,407,17,10,4030,5,1,3
-23,699,17,11,4069,5,1,3
-23,606,34,10,4047,5,1,3
-67.14800262451172,624,23,10,4057,2,2,3
-67.14800262451172,624,23,10,4075,2,2,3
-67.14800262451172,587,23,11,4075,2,2,3
-67.14800262451172,590,17,13,4067,2,2,3
-67.14800262451172,598,17,12,4034,2,2,3
-67.14800262451172,620,34,12,4061,2,2,3
-67.14800262451172,208,34,13,4059,2,2,3
-23,394,18,32,4173,0,0,0
-67.14800262451172,397,18,8,4143,0,0,0
-23,388,18,33,4136,0,0,0
-67.14800262451172,399,18,9,4144,0,0,0
-23,394,18,34,4129,0,0,0
-67.14800262451172,403,23,8,4135,0,0,0
-23,410,23,32,4126,0,0,0
-67.14800262451172,404,23,9,4154,0,0,0
-23,398,23,33,4187,0,0,0
-67.14800262451172,388,36,12,4154,0,0,0
-23,403,23,34,4166,0,0,0
-67.14800262451172,398,36,13,4139,0,0,0
-23,390,36,42,4152,0,0,0
-32,389,36,14,4149,0,1,0
-23,408,36,43,4149,0,0,0
-32,376,17,8,4139,0,1,0
59,391,36,44,4143,0,2,0
-32,378,17,9,4123,0,1,0
59,390,17,32,4134,0,2,0
-32,395,17,8,4168,0,1,0
59,398,17,33,4124,0,2,0
-32,403,17,9,4143,0,1,0
59,389,17,34,4186,0,2,0
-32,381,34,8,4132,0,1,0
59,392,17,32,4175,0,2,0
-32,392,34,9,4124,0,1,0
59,380,17,33,4155,0,2,0
-32,386,33,4,4118,1,1,0
59,401,17,34,4144,0,2,0
59,410,34,28,4136,0,2,0
-32,400,18,8,4127,1,1,0
59,413,34,29,4129,0,2,0
-32,398,18,9,4117,1,1,0
59,407,33,14,4126,1,2,0
-32,394,23,8,4123,1,1,0
-32,398,23,9,4112,1,1,0
59,381,18,32,4123,1,2,0
59,386,18,33,4119,1,2,0
-32,375,36,12,4110,1,1,0
59,380,18,34,4127,1,2,0
-32,386,36,13,4150,1,1,0
59,388,23,32,4119,1,2,0
-32,387,36,14,4138,1,1,0
59,385,23,33,4116,1,2,0
-32,386,17,8,4135,1,1,0
59,383,23,34,4112,1,2,0
-32,386,17,9,4121,1,1,0
59,387,36,42,4105,1,2,0
-32,398,17,8,4151,1,1,0
59,412,36,43,4133,1,2,0
-32,382,17,9,4133,1,1,0
59,406,36,44,4195,1,2,0
-32,377,34,8,4123,1,1,0
59,370,17,32,4180,1,2,0
-32,397,34,9,4142,1,1,0
59,408,17,33,4162,1,2,0
-32,402,33,4,4131,2,1,0
-67.61599731445312,588,23,0,4121,2,1,0
-23.09600067138672,619,34,10,4137,1,2,0
-67.61599731445312,600,23,1,4089,2,1,0
-67.61599731445312,615,36,0,4087,2,1,0
-67.61599731445312,615,36,0,4087,2,1,0
-67.61599731445312,586,36,1,4087,2,1,0
-67.61599731445312,599,36,2,4087,2,1,0
-67.61599731445312,614,17,0,4085,2,1,0
-67.61599731445312,577,17,1,4083,2,1,0
-67.61599731445312,594,17,0,4082,2,1,0
-67.61599731445312,612,17,1,4082,2,1,0
-67.61599731445312,618,34,0,4082,2,1,0
-23.09600067138672,272,34,11,4087,1,2,0
-67.61599731445312,404,18,0,4077,0,0,3
-67.61599731445312,404,18,1,4055,0,2,3
-23.09600067138672,396,18,11,4087,0,1,3
-67.43199920654297,393,20,37,3819,4,2,3
-23.00800132751465,442,39,16,3624,4,1,3
-23.00800132751465,470,39,17,3704,4,1,3
-67.43199920654297,401,20,36,3819,4,2,3
-67.43199920654297,394,20,35,3824,4,2,3
-23.00800132751465,410,34,10,3725,4,1,3
-23.00800132751465,393,34,11,3692,4,1,3
-67.43199920654297,433,20,37,3818,4,2,3
-67.43199920654297,385,20,36,3815,4,2,3
-23.00800132751465,395,33,5,3672,5,1,3
-67.43199920654297,371,20,35,3810,4,2,3
-23.00800132751465,406,17,22,3645,5,1,3
-23.00800132751465,404,17,21,3628,5,1,3
-67.43199920654297,402,39,0,3811,4,2,3
-23.00800132751465,378,17,20,3651,5,1,3
-67.43199920654297,484,39,1,3799,4,2,3
-23.00800132751465,382,17,22,3638,5,1,3
-67.43199920654297,383,39,2,3793,4,2,3
-23.00800132751465,425,17,21,3621,5,1,3
-67.43199920654297,390,34,0,3794,4,2,3
-23.00800132751465,374,17,20,3612,5,1,3
-67.43199920654297,398,34,1,3808,4,2,3
-23.00800132751465,387,39,32,3604,5,1,3
-67.43199920654297,387,33,0,3807,5,2,3
-23.00800132751465,391,39,31,3597,5,1,3
-23.00800132751465,397,39,30,3594,5,1,3
-67.43199920654297,371,17,37,3807,5,2,3
-67.43199920654297,410,17,36,3844,5,2,3
-23.00800132751465,372,40,32,3591,5,1,3
-67.43199920654297,388,17,35,3832,5,2,3
-23.00800132751465,368,40,31,3591,5,1,3
-67.43199920654297,375,17,37,3822,5,2,3
-23.00800132751465,431,40,30,3590,5,1,3
-67.43199920654297,411,17,36,3815,5,2,3
-67.43199920654297,388,17,35,3814,5,2,3
-23.00800132751465,412,20,21,3587,5,1,3
-23.00800132751465,388,20,20,3583,5,1,3
-67.43199920654297,405,39,47,3810,5,2,3
-23.00800132751465,406,20,22,3587,5,1,3
-67.43199920654297,399,39,46,3819,5,2,3
-23.00800132751465,409,20,21,3620,5,1,3
-67.43199920654297,382,39,45,3815,5,2,3
-23.00800132751465,369,20,20,3610,5,1,3
-67.43199920654297,391,40,47,3812,5,2,3
-23.00800132751465,440,39,15,3615,5,1,3
-67.43199920654297,407,40,46,3808,5,2,3
-23.00800132751465,488,39,16,3619,5,1,3
-67.43199920654297,406,40,45,3805,5,2,3
-23.00800132751465,461,39,17,3603,5,1,3
-67.43199920654297,390,20,37,3835,5,2,3
-23.00800132751465,373,34,10,3709,5,1,3
-67.43199920654297,404,20,36,3848,5,2,3
-23.00800132751465,386,34,11,3672,5,1,3
-67.43199920654297,383,20,35,3839,5,2,3
-23.00800132751465,402,33,5,3649,6,1,3
-67.43199920654297,362,20,37,3828,5,2,3
-23.00800132751465,406,17,22,3639,6,1,3
-67.43199920654297,414,20,36,3818,5,2,3
-23.00800132751465,424,17,21,3623,6,1,3
-67.43199920654297,377,20,35,3813,5,2,3
-23.00800132751465,390,17,20,3611,6,1,3
-23.00800132751465,389,17,22,3602,6,1,3
-67.43199920654297,335,39,0,3813,5,2,3
-23.00800132751465,412,17,21,3696,6,1,3
-67.43199920654297,488,39,1,3805,5,2,3
-23.00800132751465,392,17,20,3700,6,1,3
-67.43199920654297,440,39,2,3826,5,2,3
-23.00800132751465,393,39,32,3678,6,1,3
-67.43199920654297,432,34,0,3821,5,2,3
-23.00800132751465,394,39,31,3650,6,1,3
-67.43199920654297,404,34,1,3814,5,2,3
-23.00800132751465,385,39,30,3639,6,1,3
-67.43199920654297,386,33,0,3854,6,2,3
-23.00800132751465,378,40,32,3714,6,1,3
-67.43199920654297,400,17,37,3909,6,2,3
-23.00800132751465,399,40,31,3672,6,1,3
-67.43199920654297,413,17,36,3877,6,2,3
-23.00800132751465,419,40,30,3715,6,1,3
-67.43199920654297,388,17,35,3858,6,2,3
-23.00800132751465,386,20,22,3723,6,1,3
-67.43199920654297,377,17,37,3924,6,2,3
-23.00800132751465,420,20,21,3679,6,1,3
-67.43199920654297,427,17,36,3890,6,2,3
-23.00800132751465,394,20,20,3666,6,1,3
-67.43199920654297,403,17,35,3957,6,2,3
-23.00800132751465,386,20,22,3648,6,1,3
-23.00800132751465,412,20,21,3630,6,1,3
-67.43199920654297,391,39,47,3980,6,2,3
-23.00800132751465,374,20,20,3616,6,1,3
-67.43199920654297,397,39,46,3919,6,2,3
-67.43199920654297,403,39,45,3891,6,2,3
-23.00800132751465,366,39,15,3602,6,1,3
-23.00800132751465,472,39,16,3590,6,1,3
-67.43199920654297,374,40,47,3871,6,2,3
-23.00800132751465,234,39,17,3576,6,1,3
-67.43199920654297,390,40,46,3847,6,2,3
-23.00800132751465,411,34,10,3588,6,1,3
-67.43199920654297,414,40,45,3834,6,2,3
-23.00800132751465,403,34,11,3579,6,1,3
-67.43199920654297,394,20,37,3884,6,2,3
-23.00800132751465,387,33,5,3576,7,1,3
-67.43199920654297,406,20,36,3889,6,2,3
-23.00800132751465,405,17,22,3576,7,1,3
-67.43199920654297,404,20,35,3869,6,2,3
-23.00800132751465,412,17,21,3570,7,1,3
-67.43199920654297,359,20,37,3853,6,2,3
-23.00800132751465,392,17,20,3673,7,1,3
-23.00800132751465,383,17,22,3648,7,1,3
-67.43199920654297,418,20,36,3877,6,2,3
-23.00800132751465,422,17,21,3630,7,1,3
-67.43199920654297,386,20,35,3855,6,2,3
-23.00800132751465,372,17,20,3612,7,1,3
-67.43199920654297,446,39,0,3839,6,2,3
-23.00800132751465,379,39,32,3605,7,1,3
-67.43199920654297,447,39,1,3804,6,2,3
-23.00800132751465,391,39,31,3656,7,1,3
-67.43199920654297,334,39,2,3799,6,2,3
-23.00800132751465,422,39,30,3634,7,1,3
-67.43199920654297,417,34,0,3796,6,2,3
-23.00800132751465,373,40,32,3625,7,1,3
-67.43199920654297,417,34,1,3795,6,2,3
-23.00800132751465,398,40,31,3606,7,1,3
-67.43199920654297,405,33,0,3795,7,2,3
-23.00800132751465,418,40,30,3606,7,1,3
-67.43199920654297,386,17,37,3899,7,2,3
-23.00800132751465,385,20,22,3597,7,1,3
-67.43199920654297,405,17,36,3876,7,2,3
-23.00800132751465,415,20,21,3586,7,1,3
-67.43199920654297,390,17,35,3860,7,2,3
-23.00800132751465,395,20,20,3581,7,1,3
-67.43199920654297,403,17,36,3847,7,2,3
-23.00800132751465,413,20,21,3644,7,1,3
-67.43199920654297,385,17,35,3822,7,2,3
-23.00800132751465,368,20,20,3629,7,1,3
-67.43199920654297,388,39,47,3814,7,2,3
-23.00800132751465,355,39,15,3655,7,1,3
-67.43199920654297,388,39,46,3812,7,2,3
-23.00800132751465,466,39,16,3633,7,1,3
-23.00800132751465,490,39,17,3606,7,1,3
-67.43199920654297,383,39,45,3809,7,2,3
-23.00800132751465,404,34,10,3597,7,1,3
-67.43199920654297,384,40,47,3805,7,2,3
-23.00800132751465,392,34,11,3586,7,1,3
-67.43199920654297,382,40,46,3817,7,2,3
-23.00800132751465,403,33,5,3603,8,1,3
-67.43199920654297,400,40,45,3818,7,2,3
-23.00800132751465,384,17,22,3591,8,1,3
-67.43199920654297,396,20,37,3818,7,2,3
-23.00800132751465,425,17,21,3583,8,1,3
-67.43199920654297,398,20,36,3811,7,2,3
-23.00800132751465,388,17,20,3577,8,1,3
-67.43199920654297,400,20,35,3884,7,2,3
-23.00800132751465,384,17,22,3573,8,1,3
-23.00800132751465,419,17,21,3584,8,1,3
-67.43199920654297,366,20,37,3862,7,2,3
-23.00800132751465,386,17,20,3578,8,1,3
-67.43199920654297,415,20,36,3840,7,2,3
-67.43199920654297,372,20,35,3827,7,2,3
-23.00800132751465,391,39,32,3575,8,1,3
-23.00800132751465,387,39,31,3570,8,1,3
-67.43199920654297,400,39,0,3818,7,2,3
-23.00800132751465,380,39,30,3620,8,1,3
-67.43199920654297,491,39,1,3788,7,2,3
-67.43199920654297,358,39,2,3852,7,2,3
-23.00800132751465,377,40,32,3606,8,1,3
-23.00800132751465,380,40,31,3593,8,1,3
-67.43199920654297,427,34,0,3858,7,2,3
-23.00800132751465,404,40,30,3584,8,1,3
-67.43199920654297,407,34,1,3838,7,2,3
-23.00800132751465,371,20,22,3582,8,1,3
-67.43199920654297,397,33,0,3828,8,2,3
-23.00800132751465,408,20,21,3575,8,1,3
-67.43199920654297,385,17,37,3817,8,2,3
-23.00800132751465,394,20,20,3573,8,1,3
-67.43199920654297,409,17,36,3810,8,2,3
-23.00800132751465,373,20,22,3571,8,1,3
-67.43199920654297,387,17,35,3803,8,2,3
-23.00800132751465,419,20,21,3574,8,1,3
-67.43199920654297,362,17,37,3799,8,2,3
-23.00800132751465,369,20,20,3569,8,1,3
-67.43199920654297,414,17,36,3795,8,2,3
-23.00800132751465,371,39,15,3564,8,1,3
-67.43199920654297,389,17,35,3804,8,2,3
-23.00800132751465,478,39,16,3537,8,1,3
-23.00800132751465,499,39,17,3536,8,1,3
-67.43199920654297,396,39,46,3802,8,2,3
-23.00800132751465,445,34,10,3555,8,1,3
-67.43199920654297,390,39,45,3800,8,2,3
-23.00800132751465,405,34,11,3551,8,1,3
-67.43199920654297,376,40,47,3797,8,2,3
-23.00800132751465,387,33,5,3552,9,1,3
-67.43199920654297,414,40,46,3795,8,2,3
-23.00800132751465,416,17,22,3554,9,1,3
-67.43199920654297,402,40,45,3795,8,2,3
-23.00800132751465,406,17,21,3551,9,1,3
-23.00800132751465,386,17,20,3553,9,1,3
-67.43199920654297,397,20,37,3794,8,2,3
-23.00800132751465,386,17,22,3561,9,1,3
-67.43199920654297,410,20,36,3795,8,2,3
-23.00800132751465,409,17,21,3558,9,1,3
-67.43199920654297,376,20,35,3794,8,2,3
-23.00800132751465,366,17,20,3605,9,1,3
-67.43199920654297,373,20,37,3799,8,2,3
-23.00800132751465,378,39,32,3596,9,1,3
-67.43199920654297,413,20,36,3796,8,2,3
-23.00800132751465,390,39,31,3666,9,1,3
-67.43199920654297,385,20,35,3796,8,2,3
-23.00800132751465,384,39,30,3639,9,1,3
-23.00800132751465,369,40,32,3622,9,1,3
-67.43199920654297,430,39,0,3793,8,2,3
-67.43199920654297,457,39,1,3877,8,2,3
-23.00800132751465,367,40,31,3619,9,1,3
-67.43199920654297,424,39,2,3859,8,2,3
-23.00800132751465,447,40,30,3603,9,1,3
-67.43199920654297,409,34,0,3841,8,2,3
-23.00800132751465,386,20,22,3589,9,1,3
-67.43199920654297,403,34,1,3830,8,2,3
-23.00800132751465,407,20,21,3575,9,1,3
-23.00800132751465,385,20,20,3568,9,1,3
-67.43199920654297,391,33,0,3820,9,2,3
-23.00800132751465,407,20,22,3569,9,1,3
-67.43199920654297,386,17,37,3811,9,2,3
-23.00800132751465,432,20,21,3562,9,1,3
-67.43199920654297,415,17,36,3828,9,2,3
-23.00800132751465,367,20,20,3564,9,1,3
-67.43199920654297,385,17,35,3818,9,2,3
-23.00800132751465,440,39,15,3556,9,1,3
-23.00800132751465,497,39,16,3529,9,1,3
-67.43199920654297,404,17,36,3809,9,2,3
-23.00800132751465,573,39,17,3551,9,1,3
-67.43199920654297,378,17,35,3800,9,2,3
-23.00800132751465,402,34,10,3547,9,1,3
-67.43199920654297,403,39,47,3820,9,2,3
-23.00800132751465,393,34,11,3547,9,1,3
-67.43199920654297,400,39,46,3809,9,2,3
-23.00800132751465,394,33,5,3545,10,1,3
-67.43199920654297,392,39,45,3861,9,2,3
-23.00800132751465,414,17,22,3551,10,1,3
-23.00800132751465,414,17,21,3548,10,1,3
-67.43199920654297,392,40,47,3924,9,2,3
-23.00800132751465,391,17,20,3547,10,1,3
-67.43199920654297,397,40,46,3882,9,2,3
-23.00800132751465,380,17,22,3544,10,1,3
-67.43199920654297,410,40,45,3861,9,2,3
-23.00800132751465,405,17,21,3542,10,1,3
-67.43199920654297,384,20,37,3860,9,2,3
-23.00800132751465,373,17,20,3543,10,1,3
-67.43199920654297,401,20,36,3869,9,2,3
-23.00800132751465,381,39,32,3542,10,1,3
-67.43199920654297,391,20,35,3851,9,2,3
-23.00800132751465,391,39,31,3540,10,1,3
-67.43199920654297,374,20,37,3837,9,2,3
-23.00800132751465,396,39,30,3541,10,1,3
-67.43199920654297,408,20,36,3827,9,2,3
-23.00800132751465,368,40,32,3544,10,1,3
-67.43199920654297,373,20,35,3931,9,2,3
-23.00800132751465,367,40,31,3548,10,1,3
-23.00800132751465,446,40,30,3553,10,1,3
-67.43199920654297,372,39,0,3962,9,2,3
-67.43199920654297,510,39,1,3886,9,2,3
-23.00800132751465,383,20,22,3548,10,1,3
-67.43199920654297,409,39,2,3892,9,2,3
-23.00800132751465,405,20,21,3546,10,1,3
-23.00800132751465,384,20,20,3546,10,1,3
-67.43199920654297,435,34,0,3871,9,2,3
-67.43199920654297,399,34,1,3844,9,2,3
-23.00800132751465,432,20,22,3549,10,1,3
-23.00800132751465,407,20,21,3548,10,1,3
-67.43199920654297,387,33,0,3847,10,2,3
-23.00800132751465,369,20,20,3552,10,1,3
-67.43199920654297,393,17,37,3828,10,2,3
-67.43199920654297,410,17,36,3818,10,2,3
-23.00800132751465,377,39,15,3562,10,1,3
-23.00800132751465,455,39,16,3526,10,1,3
-67.43199920654297,388,17,35,3821,10,2,3
-23.00800132751465,122,39,17,3521,10,1,3
-23.00800132751465,440,34,10,3605,10,1,3
-67.43199920654297,407,17,36,3810,10,2,3
-23.00800132751465,413,34,11,3584,10,1,3
-67.43199920654297,378,17,35,3882,10,2,3
-23.00800132751465,394,33,5,3573,11,1,3
-67.43199920654297,389,39,47,3857,10,2,3
-23.00800132751465,406,17,22,3618,11,1,3
-67.43199920654297,388,39,46,3958,10,2,3
-67.43199920654297,408,39,45,3918,10,2,3
-67.43199920654297,384,40,47,3891,10,2,3
-67.43199920654297,394,40,46,3857,10,2,3
-67.43199920654297,410,40,45,3845,10,2,3
-67.43199920654297,406,20,37,3835,10,2,3
-67.43199920654297,403,20,36,3820,10,2,3
-67.43199920654297,402,20,35,3812,10,2,3
-67.43199920654297,383,20,37,3807,10,2,3
-67.43199920654297,413,20,36,3894,10,2,3
-67.43199920654297,387,20,35,3881,10,2,3
-67.43199920654297,427,39,0,3864,10,2,3
-67.43199920654297,479,39,1,3838,10,2,3
-67.43199920654297,417,39,2,3822,10,2,3
-67.43199920654297,429,34,0,3815,10,2,3
-67.43199920654297,405,34,1,3806,10,2,3
-67.43199920654297,395,33,0,3802,11,2,3
-67.43199920654297,383,17,37,3801,11,2,3
-67.43199920654297,162,17,36,3791,11,2,3
-67.43199920654297,393,17,35,3813,0,0,3
-23.00800132751465,401,17,22,3596,0,2,3
-67.43199920654297,381,17,37,3804,0,1,3
-23.00800132751465,424,17,21,3616,0,2,3
-67.43199920654297,413,17,36,3860,0,1,3
-23.00800132751465,384,17,20,3599,0,2,3
-67.43199920654297,389,17,35,3851,0,1,3
-23.00800132751465,395,39,32,3585,0,2,3
-67.43199920654297,393,39,47,3836,0,1,3
-23.00800132751465,383,39,31,3570,0,2,3
-67.43199920654297,400,39,46,3826,0,1,3
-23.00800132751465,398,39,30,3564,0,2,3
-67.43199920654297,400,39,45,3816,0,1,3
-23.00800132751465,364,40,32,3556,0,2,3
-67.43199920654297,375,40,47,3809,0,1,3
-23.00800132751465,372,40,31,3550,0,2,3
-67.43199920654297,388,40,46,3801,0,1,3
-23.00800132751465,418,40,30,3544,0,2,3
-67.43199920654297,410,40,45,3797,0,1,3
-23.00800132751465,410,20,21,3534,0,2,3
-67.43199920654297,398,20,37,3791,0,1,3
-23.00800132751465,384,20,20,3527,0,2,3
-67.43199920654297,404,20,36,3790,0,1,3
-23.00800132751465,378,20,22,3524,0,2,3
-67.43199920654297,403,20,35,3786,0,1,3
-23.00800132751465,410,20,21,3517,0,2,3
-67.43199920654297,373,20,37,3785,0,1,3
-23.00800132751465,371,20,20,3512,0,2,3
-67.43199920654297,407,20,36,3784,0,1,3
-23.00800132751465,407,39,15,3519,0,2,3
-67.43199920654297,410,20,35,3782,0,1,3
-23.00800132751465,482,39,16,3490,0,2,3
-67.43199920654297,392,39,0,3782,0,1,3
-23.00800132751465,421,39,17,3508,0,2,3
-67.43199920654297,455,39,1,3801,0,1,3
-23.00800132751465,423,34,10,3505,0,2,3
-67.43199920654297,483,39,2,3795,0,1,3
-23.00800132751465,404,34,11,3511,0,2,3
-67.43199920654297,422,34,0,3797,0,1,3
-23.00800132751465,395,33,5,3508,1,2,3
-67.43199920654297,405,34,1,3802,0,2,3
-23.00800132751465,401,17,22,3601,1,1,3
-67.43199920654297,389,33,0,3795,1,2,3
-23.00800132751465,382,17,20,3573,1,1,3
-67.43199920654297,382,17,37,3800,1,2,3
-23.00800132751465,398,17,22,3545,1,1,3
-67.43199920654297,419,17,36,3793,1,2,3
-23.00800132751465,421,17,21,3560,1,1,3
-67.43199920654297,395,17,35,3833,1,2,3
-23.00800132751465,380,17,20,3554,1,1,3
-67.43199920654297,378,17,37,3820,1,2,3
-23.00800132751465,379,39,32,3539,1,1,3
-67.43199920654297,413,17,36,3810,1,2,3
-23.00800132751465,396,39,31,3528,1,1,3
-67.43199920654297,387,17,35,3805,1,2,3
-23.00800132751465,391,39,30,3521,1,1,3
-67.43199920654297,396,39,47,3917,1,2,3
-23.00800132751465,376,40,32,3517,1,1,3
-67.43199920654297,391,39,46,3875,1,2,3
-23.00800132751465,376,40,31,3512,1,1,3
-67.43199920654297,378,39,45,3855,1,2,3
-23.00800132751465,437,40,30,3548,1,1,3
-67.43199920654297,397,40,47,3837,1,2,3
-23.00800132751465,373,20,22,3634,1,1,3
-67.43199920654297,390,40,46,3819,1,2,3
-23.00800132751465,414,20,21,3596,1,1,3
-67.43199920654297,402,40,45,3812,1,2,3
-23.00800132751465,389,20,20,3573,1,1,3
-23.00800132751465,347,20,22,3559,1,1,3
-67.43199920654297,388,20,37,3806,1,2,3
-23.00800132751465,407,20,21,3542,1,1,3
-67.43199920654297,403,20,36,3799,1,2,3
-23.00800132751465,361,20,20,3537,1,1,3
-67.43199920654297,403,20,35,3805,1,2,3
-23.00800132751465,389,39,15,3531,1,1,3
-67.43199920654297,377,20,37,3801,1,2,3
-23.00800132751465,471,39,16,3493,1,1,3
-67.43199920654297,412,20,36,3793,1,2,3
-23.00800132751465,444,39,17,3482,1,1,3
-67.43199920654297,373,20,35,3791,1,2,3
-23.00800132751465,436,34,10,3481,1,1,3
-23.00800132751465,406,34,11,3533,1,1,3
-67.43199920654297,422,39,0,3789,1,2,3
-67.43199920654297,484,39,1,3772,1,2,3
-23.00800132751465,398,33,5,3521,2,1,3
-67.43199920654297,432,39,2,3784,1,2,3
-23.00800132751465,383,17,22,3603,2,1,3
-67.43199920654297,429,34,0,3779,1,2,3
-23.00800132751465,409,17,21,3575,2,1,3
-67.43199920654297,405,34,1,3788,1,2,3
-23.00800132751465,390,17,20,3554,2,1,3
-23.00800132751465,431,17,22,3538,2,1,3
-67.43199920654297,389,33,0,3793,2,2,3
-23.00800132751465,404,17,21,3526,2,1,3
-67.43199920654297,379,17,37,3787,2,2,3
-23.00800132751465,384,17,20,3624,2,1,3
-67.43199920654297,404,17,36,3782,2,2,3
-23.00800132751465,393,39,32,3588,2,1,3
-67.43199920654297,395,17,35,3778,2,2,3
-23.00800132751465,398,39,31,3558,2,1,3
-67.43199920654297,378,17,37,3778,2,2,3
-23.00800132751465,384,39,30,3542,2,1,3
-67.43199920654297,417,17,36,3787,2,2,3
-23.00800132751465,391,40,32,3529,2,1,3
-67.43199920654297,393,17,35,3783,2,2,3
-23.00800132751465,382,40,31,3513,2,1,3
-67.43199920654297,394,39,47,3782,2,2,3
-23.00800132751465,440,40,30,3509,2,1,3
-67.43199920654297,407,39,46,3780,2,2,3
